epoch,lr-AdamW,step,train_loss,train_loss_dir,train_loss_spd,val_dir_f1_macro,val_f1_A,val_f1_B,val_loss,val_mae_A,val_mae_B
,0.001,0,,,,,,,,,
0,,382,,,,0.5585108399391174,0.4718443751335144,0.6451773047447205,2.4853925704956055,20.72021484375,21.48106575012207
0,,382,2.044851541519165,1.666921615600586,0.37793031334877014,,,,,,
,0.001,383,,,,,,,,,
1,,765,,,,0.5929359197616577,0.5871431231498718,0.5987287163734436,2.706542730331421,18.191360473632812,21.571653366088867
1,,765,1.8444979190826416,1.484528660774231,0.3599683940410614,,,,,,
,0.001,766,,,,,,,,,
2,,1148,,,,0.6291052103042603,0.6178710460662842,0.6403393745422363,2.628396987915039,19.55175018310547,21.33094596862793
2,,1148,1.786794662475586,1.434882402420044,0.3519116938114166,,,,,,
,0.001,1149,,,,,,,,,
3,,1531,,,,0.5909696817398071,0.5738121867179871,0.6081271171569824,3.013810396194458,19.433931350708008,21.45825958251953
3,,1531,1.7342321872711182,1.387851357460022,0.3463810682296753,,,,,,
,0.001,1532,,,,,,,,,
4,,1914,,,,0.5728689432144165,0.5547720193862915,0.5909658670425415,3.0786185264587402,21.007184982299805,21.311662673950195
4,,1914,1.6825976371765137,1.3395060300827026,0.34309062361717224,,,,,,
,0.001,1915,,,,,,,,,
5,,2297,,,,0.5707064270973206,0.5751850008964539,0.5662277936935425,3.6757869720458984,21.280540466308594,21.331592559814453
5,,2297,1.6642242670059204,1.3248484134674072,0.33937615156173706,,,,,,
,0.001,2298,,,,,,,,,
6,,2680,,,,0.6086052656173706,0.6379222869873047,0.5792883038520813,2.9439291954040527,20.076679229736328,21.554899215698242
6,,2680,1.6416239738464355,1.3049087524414062,0.3367157578468323,,,,,,
,0.0001,2681,,,,,,,,,
7,,3063,,,,0.6006009578704834,0.6031039357185364,0.5980979800224304,3.2863965034484863,20.40350341796875,21.399919509887695
7,,3063,1.552778720855713,1.2234385013580322,0.3293401300907135,,,,,,
,0.0001,3064,,,,,,,,,
8,,3446,,,,0.5800941586494446,0.5669164061546326,0.5932719111442566,3.2755191326141357,20.52229881286621,21.38377571105957
8,,3446,1.5344243049621582,1.2068034410476685,0.3276216685771942,,,,,,
,0.0001,3447,,,,,,,,,
9,,3829,,,,0.5879831910133362,0.571727991104126,0.6042383909225464,3.5250401496887207,20.214933395385742,21.37556266784668
9,,3829,1.5243922472000122,1.1976081132888794,0.3267841935157776,,,,,,
,0.0001,3830,,,,,,,,,
10,,4212,,,,0.5875571370124817,0.5783194899559021,0.5967947840690613,3.533020496368408,19.935531616210938,21.354764938354492
10,,4212,1.5273725986480713,1.2007648944854736,0.3266080319881439,,,,,,
,0.0001,4213,,,,,,,,,
11,,4595,,,,0.5782049894332886,0.5645110011100769,0.591899037361145,3.4110100269317627,20.738073348999023,21.364200592041016
11,,4595,1.5081276893615723,1.182969570159912,0.3251587450504303,,,,,,
,0.0001,4596,,,,,,,,,
12,,4978,,,,0.5848851203918457,0.5712811946868896,0.5984891057014465,3.600193500518799,19.954748153686523,21.365188598632812
12,,4978,1.5047112703323364,1.1788147687911987,0.3258967399597168,,,,,,
,0.0001,4979,,,,,,,,,
13,,5361,,,,0.5654712319374084,0.5352297425270081,0.5957127809524536,3.587785005569458,20.494413375854492,21.332260131835938
13,,5361,1.502358317375183,1.1768375635147095,0.3255208730697632,,,,,,
,1e-05,5362,,,,,,,,,
14,,5744,,,,0.5765552520751953,0.5591821670532227,0.5939282774925232,3.5819411277770996,20.319217681884766,21.31389617919922
14,,5744,1.5012704133987427,1.176939845085144,0.32433098554611206,,,,,,
