epoch,lr-AdamW,step,train_loss,train_loss_dir,train_loss_spd,val_dir_f1_macro,val_f1_A,val_f1_B,val_loss,val_mae_A,val_mae_B
17,,27197,,,,0.4491276144981384,0.43663012981414795,0.4616250693798065,6.905803680419922,17.56523323059082,20.239355087280273
17,,27197,0.7820597887039185,0.5326432585716248,0.24941740930080414,,,,,,
,0.0001,27198,,,,,,,,,
18,,28708,,,,0.4439506530761719,0.4450458586215973,0.44285544753074646,7.1470255851745605,16.61345863342285,20.681438446044922
18,,28708,0.7668343186378479,0.5185362100601196,0.2482978105545044,,,,,,
,0.0001,28709,,,,,,,,,
19,,30219,,,,0.4476894438266754,0.44274595379829407,0.4526329040527344,7.42726993560791,17.14820098876953,20.431629180908203
19,,30219,0.757108747959137,0.50968337059021,0.24742449820041656,,,,,,
,0.0001,30220,,,,,,,,,
20,,31730,,,,0.43703389167785645,0.4309132397174835,0.443154513835907,7.463448524475098,16.98108673095703,20.295507431030273
20,,31730,0.7538031339645386,0.507493257522583,0.24631047248840332,,,,,,
,0.0001,31731,,,,,,,,,
21,,33241,,,,0.43889695405960083,0.4275800883769989,0.45021378993988037,8.024837493896484,17.338289260864258,20.693103790283203
21,,33241,0.7353299260139465,0.49065670371055603,0.2446732223033905,,,,,,
,0.0001,33242,,,,,,,,,
22,,34752,,,,0.43984442949295044,0.4389617443084717,0.4407271444797516,7.780331611633301,16.680612564086914,20.160324096679688
22,,34752,0.7311197519302368,0.48720720410346985,0.2439122051000595,,,,,,
,0.0001,34753,,,,,,,,,
23,,36263,,,,0.4564862847328186,0.4469195008277893,0.4660530984401703,7.625850200653076,17.00482940673828,20.239704132080078
23,,36263,0.7274457812309265,0.485012412071228,0.24243412911891937,,,,,,
,1e-05,36264,,,,,,,,,
24,,37774,,,,0.4458451569080353,0.4390574097633362,0.4526329040527344,7.771716594696045,16.93768882751465,20.292560577392578
24,,37774,0.7006713151931763,0.4600863456726074,0.24058528244495392,,,,,,
